date,price,per_chg_from_day_prior
2002-05-24,108.69000244140625,-0.012806503653551475
2002-05-28,108.0999984741211,-0.005428318649668094
2002-05-29,107.30000305175781,-0.007400512799773984
2002-05-30,107,-0.0027959277094624256
2002-05-31,107.22000122070313,0.0020560861747955608
2002-06-03,104.37000274658203,-0.026580847245605024
2002-06-04,104.62999725341797,0.0024910846027974445
2002-06-05,105.61000061035156,0.009366370855960046
2002-06-06,103.45999908447266,-0.020357934982041557
2002-06-07,103.33999633789063,-0.0011598951057794986
2002-06-10,103.73999786376953,0.0038707329209788422
2002-06-11,101.95999908447266,-0.01715826890255342
2002-06-12,102.58000183105469,0.006080842998717235
2002-06-13,101.55000305175781,-0.01004093157449191
2002-06-14,101.4000015258789,-0.0014771198559438128
2002-06-17,104.12000274658203,0.02682446922852301
2002-06-18,104.97000122070313,0.00816364244812697
2002-06-19,102.5199966430664,-0.023340045242883228
2002-06-20,101.20999908447266,-0.012777971142104473
2002-06-21,99.279998779296875,-0.019069265118409395
2002-06-24,99.80000305175781,0.005237754621823942
2002-06-25,97.55999755859375,-0.022444944134945178
2002-06-26,97.720001220703125,0.0016400539782022655
2002-06-27,99.43000030517578,0.01749896708055273
2002-06-28,98.95999908447266,-0.004726955840898849
2002-07-01,97.029998779296875,-0.0195028326902906
2002-07-02,94.970001220703125,-0.021230522359166393
2002-07-03,95.51000213623047,0.005686015674280369
2002-07-05,99.30999755859375,0.039786360981786666
2002-07-08,98.06999969482422,-0.01248613326204063
2002-07-09,95.5999984741211,-0.025186104092885835
2002-07-10,92.12000274658203,-0.036401629530162564
2002-07-11,92.87000274658203,0.008141554251395499
2002-07-12,91.8499984741211,-0.010983140328360522
2002-07-15,92.339996337890625,0.005334761806311723
2002-07-16,90.55999755859375,-0.019276574072880633
2002-07-17,90.73999786376953,0.0019876359322924917
2002-07-18,87.80000305175781,-0.032400208080516094
2002-07-19,84.70999908447266,-0.03519366583009808
2002-07-22,82.19999694824219,-0.029630529611120632
2002-07-23,79.94999694824219,-0.0273722637899455
2002-07-24,84.720001220703125,0.05966234464710399
2002-07-25,84,-0.00849859785562866
2002-07-26,85.5999984741211,0.019047600882393972
2002-07-29,89.7699966430664,0.04871493274857945
2002-07-30,90.94000244140625,0.01303337241942753
2002-07-31,91.160003662109375,0.0024191908378809915
2002-08-01,88.779998779296875,-0.026107994594144014
2002-08-02,86.79000091552734,-0.022414934570077854
2002-08-05,83.7699966430664,-0.03479668441760135
2002-08-06,86.589996337890625,0.03366360042772699
2002-08-07,88.0999984741211,0.017438528699529603
2002-08-08,90.94999694824219,0.032349585964615714
2002-08-09,91.29000091552734,0.003738361502954702
2002-08-12,90.62000274658203,-0.007339228417417551
2002-08-13,88.970001220703125,-0.018207917411932988
2002-08-14,92.220001220703125,0.0365291666337949
2002-08-15,93.5,0.013879839105982564
2002-08-16,93.220001220703125,-0.0029946393507687165
2002-08-19,95.4000015258789,0.02338554255126557
2002-08-20,94.38999938964844,-0.01058702431945442
2002-08-21,95.75,0.014408312524056558
2002-08-22,96.68000030517578,0.009712796920895888
2002-08-23,94.5999984741211,-0.021514292764677766
2002-08-26,95.26000213623047,0.006976783010096205
2002-08-27,94.160003662109375,-0.011547327833858284
2002-08-28,92.0999984741211,-0.021877709301929872
2002-08-29,92.13999938964844,4.343204798052574e-4
2002-08-30,91.779998779296875,-0.003907104544565551
2002-09-03,88.279998779296875,-0.038134670369918404
2002-09-04,89.54000091552734,0.014272792859688622
2002-09-05,88.779998779296875,-0.008487850440692534
2002-09-06,90,0.01374184768503989
2002-09-09,90.660003662109375,0.0073333740234375
2002-09-10,91.69999694824219,0.011471357204097152
2002-09-11,91.12999725341797,-0.00621591836198142
2002-09-12,89.44999694824219,-0.018435206362444726
2002-09-13,89.66999816894531,0.0024594882974721924
2002-09-16,89.88999938964844,0.0024534540559332393
2002-09-17,87.83000183105469,-0.022916871427089758
2002-09-18,86.94999694824219,-0.010019410958287721
2002-09-19,84.69999694824219,-0.025876941678782735
2002-09-20,84.3499984741211,-0.0041322135387439046
2002-09-23,83.660003662109375,-0.008180140183682539
2002-09-24,82.30999755859375,-0.016136816213493176
2002-09-25,84.3499984741211,0.024784363698651977
2002-09-26,85.7300033569336,0.016360461265875315
2002-09-27,82.75,-0.034760331742044424
2002-09-30,81.79000091552734,-0.011601197395439954
2002-10-01,85.720001220703125,0.04804988704223983
2002-10-02,83.1500015258789,-0.029981330590596298
2002-10-03,82.30999755859375,-0.010102272421771639
2002-10-04,80.80000305175781,-0.01834521384551157
2002-10-07,79.12999725341797,-0.020668387812684774
2002-10-08,80.37000274658203,0.015670485734921483
2002-10-09,78.0999984741211,-0.028244421984388646
2002-10-10,80.62999725341797,0.0323943512000862
2002-10-11,84.160003662109375,0.04378031165741813
2002-10-14,84.62999725341797,0.005584524368553407
2002-10-15,88.69999694824219,0.048091691207751315
2002-10-16,86.55000305175781,-0.02423893991494644
2002-10-17,88.2699966430664,0.019872831087943688
2002-10-18,88.63999938964844,0.004191715879158753
2002-10-21,90.16999816894531,0.017260816672292886
2002-10-22,89.5199966430664,-0.007208623035136844
2002-10-23,90.19999694824219,0.007596071611654259
2002-10-24,88.36000061035156,-0.020399073172324346
2002-10-25,90.19999694824219,0.020823860629026133
2002-10-28,89.61000061035156,-0.006540979577074396
